Date,Recorded at,Scheduled for,Amount,Activity,Pending,Raw description,Description,Category folder,Category,Street address,City,State,Zip,Latitude,Longitude,Memo
2017/09/09,,,-8.99,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,,G.co/Helppay#,CA,94043,0.0,0.0,Inception
2017/09/08,,,18.98,ACH,false,CREDIT FOR DIGIT.CO         SAVINGS     CO REF- -1F2NH2IJZZYEMN,Digit Savings,Income,Other Income,,,,,0.0,0.0,
2017/09/08,,,1730.84,ACH,false,CREDIT FOR SPECTRUM HEALTH  PR PAYMENT  CO REF- 0001-000142628,Spectrum Health,Income,Paycheck,,,,,0.0,0.0,
2017/09/07,,,-0.18,Fee,false,"",International Transaction Fee,Fees,Other Fees,,,,,0.0,0.0,
2017/09/07,,,-0.10,Fee,false,"",International Transaction Fee,Fees,Other Fees,,,,,0.0,0.0,
2017/09/06,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/09/06,,,-14.75,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,,G.co/Helppay#,CA,94043,0.0,0.0,The Big Sick
2017/09/05,,,-37.00,Pin purchase,false,POST CITGO,Citgo,Transportation,Gas,,Belmont,MI,"",43.07558,-85.6092,
2017/09/05,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/09/05,,,-24.67,ACH,false,DEBIT FOR  DIGIT.CO         SAVINGS     CO REF- BJ3FJ-WFJF-YXHY,Digit Savings,Financial,Money Transfers,,,,,0.0,0.0,
2017/09/05,,,-1514.33,ACH,false,DEBIT FOR  ROCKFORD CONSTRU WEB PMTS    CO REF- 0NF5C2,The Morton,Home,Rent,,,,,0.0,0.0,
2017/09/04,,,-18.03,Signature purchase,false,GENTLEMENSJOGGERS COM  ,Gentlemen's Joggers,Personal,Clothing,,Prince George,BC,v2n6m,0.0,0.0,
2017/09/04,,,-9.97,Signature purchase,false,GENTLEMENSJOGGERS COM  ,Gentlemen's Joggers,Personal,Clothing,,Prince George,BC,v2n6m,0.0,0.0,
2017/09/04,,,-2.50,Fee,false,SURCHARGE FEE,ATM Fee,Fees,ATM Fees,,,,,,,
2017/09/04,,,-20.00,Atm withdrawal,false,BILLY'S                                  ATM -AT 1437 WEALTHY STREE GRAND RAPIMI,Billy's ATM,Uncategorized,Cash,,,,,0.0,0.0,
2017/09/03,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/09/02,,,-12.99,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,,G.co/Helppay#,CA,94043,0.0,0.0,Take Shelter
2017/09/02,,,-9.99,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,,G.co/Helppay#,CA,94043,0.0,0.0,Mud
2017/09/01,,,-198.00,Argo credit reversal,false,REVERSAL PURCHASE     -                 VISA    1       09/01/17 CARD XXXXXX5267 POS -AT SQC*Alexis         Visa DirecCA,Reversal Purchase Visa,Financial,Money Transfers,,,,,0.0,0.0,
2017/09/01,,,198.00,Refund,false, SQC*Square Cash,Square Cash,Financial,Money Transfers,,,,,0.0,0.0,
2017/09/01,,,198.00,Refund,false, SQC*Alexis,Alexis Meelker,Financial,Money Transfers,,,,,0.0,0.0,
2017/09/01,,,-89.23,Signature purchase,false,SPECTRUM HEALTH SYSTEM ,Spectrum Health,Health & Medical,Care Facilities,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/09/01,,,79.30,ACH,false,CREDIT FOR DIGIT.CO         SAVINGS     CO REF- Z1AXBJUBIFBKLAE,Digit Savings,Financial,Money Transfers,,,,,0.0,0.0,
2017/09/01,,,0.01,Interest credit,false,IOD INTEREST PAID,Interest Credit,Income,Interest,,,,,,,
2017/08/31,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/31,,,-18.98,ACH,false,DEBIT FOR  DIGIT.CO         SAVINGS     CO REF- -YFU4S3LOGZKGT_,Digit Savings,Financial,Money Transfers,,,,,0.0,0.0,
2017/08/30,,,-45.47,Signature purchase,false,GRAND RAPIDS BICYCLE CO,Grand Rapids Bicycle Co,Transportation,Bicycle,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/30,,,-15.43,ACH,false,DEBIT FOR  DIGIT.CO         SAVINGS     CO REF- BYERQ_YGSF-KGL0,Digit Savings,Financial,Money Transfers,,,,,0.0,0.0,
2017/08/30,,,-104.91,ACH,false,DEBIT FOR  CONSUMERS ENERGY ENERGYBILL  CO REF- 100078522693,Consumers Energy,Utilities,Electricity,,,,,0.0,0.0,
2017/08/29,,,-11.00,Signature purchase,false,Rogue Golf Club        ,Rogue Golf Club,Food & Drink,Alcohol & Bars,,Sparta,MI,49345,43.16086,-85.71004,
2017/08/29,,,-3.25,Signature purchase,false,Grand Central Market De,Grand Central Market,Food & Drink,Groceries,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/29,,,-4.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/29,,,-29.99,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,,G.co/Helppay#,CA,94043,0.0,0.0,Wonder Woman
2017/08/29,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/29,,,-10.67,ACH,false,DEBIT FOR  DIGIT.CO         SAVINGS     CO REF- ZK-Z3BMJSG-JGZF,Digit Savings,Financial,Money Transfers,,,,,0.0,0.0,
2017/08/28,,,500.00,Check deposit,false,MOBILE DEPOSIT,Bill Williams,Income,Other Income,,,,,0.0,0.0,
2017/08/28,,,-3.75,Signature purchase,false,LYON STREET CAFE       ,Lyon Street Cafe,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/28,,,-2.50,Signature purchase,false,SH HOSPITALS FOOD SVC  ,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/28,,,-53.99,Signature purchase,false,GreenManGamingINCUSD   ,Green Man Gaming,Culture,Games,,188-86834919,CA,90401,0.0,0.0,Destiny 2
2017/08/28,,,-3.29,Signature purchase,false,SPEC HLTH MEHNEY 64830 ,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/28,,,-22.11,Pin purchase,false,MEIJER INC 158 1997 EAST,Meijer,Health & Medical,Prescriptions,,Grand Rapids,MI,"",42.96695,-85.62612,
2017/08/28,,,-4.19,Signature purchase,false,STARBUCKS STORE 02661  ,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2017/08/28,,,-30.00,Signature purchase,false,SPECTRUM HEALTH KIOSK  ,Spectrum Health,Health & Medical,Doctor,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/28,,,-190.52,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3220100321,Chase,Financial,Credit Card Payment,,,,,0.0,0.0,
2017/08/28,,,-200.27,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3220111190,Chase,Financial,Credit Card Payment,,,,,0.0,0.0,
2017/08/26,,,-15.00,Signature purchase,false,SHIPT* TIP  3341126    ,Shipt,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,Tip
2017/08/26,,,-6.99,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,,G.co/Helppay#,CA,94043,0.0,0.0,Bushwick (Rental)
2017/08/26,,,-4.12,Signature purchase,false,SHIPT* BALANC  3341126 ,Shipt,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,
2017/08/26,,,-5.99,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,,G.co/Helppay#,CA,94043,0.0,0.0,Free Fire (Rental)
2017/08/26,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/26,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/26,,,-111.58,Signature purchase,false,SHIPT* ORDER           ,Shipt Order,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,
2017/08/26,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/25,,,-43.75,Signature purchase,false,SIN REPUBLIC SALON     ,Sin Republic Salon,Personal,Hair,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/25,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2017/08/25,,,-9.52,Pin purchase,false,MEIJER INC 158 1997 EAST,Meijer,Health & Medical,Prescriptions,"",Grand Rapids,MI,"",,,
2017/08/25,,,-3.87,Signature purchase,false,STARBUCKS STORE 02661  ,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2017/08/25,,,-200.00,Bill payment,false,Auto Insurance Payment,Bill Williams,Transportation,Auto Insurance,"","","","",,,
2017/08/25,,,-8.15,ACH,false,DEBIT FOR  DIGIT.CO         SAVINGS     CO REF- W1UHVTPJCFZJE83,Digit Savings,Financial,Money Transfers,,,,,0.0,0.0,
2017/08/25,,,1686.70,ACH,false,CREDIT FOR SPECTRUM HEALTH  PR PAYMENT  CO REF- 0001-000142628,Spectrum Health,Income,Paycheck,"","","","",,,
2017/08/25,,,-7.99,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,"",G.co/Helppay#,CA,94043,,,68 Kill (Rental)
2017/08/25,,,-7.99,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,"",G.co/Helppay#,CA,94043,,,Dave Made a Maze (Rental)
2017/08/24,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/24,,,-7.50,Signature purchase,false,SQ *SKI'S SUB SHOP     ,Ski's Sub Shop,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/24,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/24,,,-11.15,Signature purchase,false,SH HOSP FOOD 25 OTTAWA ,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/08/24,,,-7.34,ACH,false,DEBIT FOR  DIGIT.CO         SAVINGS     CO REF- -YTN58GS9G-JGYE,Digit Savings,Financial,Money Transfers,,,,,0.0,0.0,
2017/08/23,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/23,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/23,,,-15.50,Signature purchase,false,SH HOSP FOOD 25 OTTAWA ,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/08/23,,,-11.87,ACH,false,DEBIT FOR  DIGIT.CO         SAVINGS     CO REF- BK-487Q9QZWYGZV,Digit Savings,Financial,Money Transfers,,,,,0.0,0.0,
2017/08/22,,,-9.25,Signature purchase,false,Rogue Golf Club        ,Rogue Golf Club,Food & Drink,Alcohol & Bars,"",Sparta,MI,49345,,,
2017/08/22,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/22,,,-8.10,Signature purchase,false,SH HOSP FOOD 25 OTTAWA ,Spectrum Health,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/08/22,,,-1.76,ACH,false,DEBIT FOR  DIGIT.CO         SAVINGS     CO REF- ZJPLDXUF5G-1EP8,Digit Savings,Financial,Money Transfers,,,,,0.0,0.0,
2017/08/21,,,-6.99,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,"",G.co/Helppay#,CA,94043,,,Shot Caller (Rental)
2017/08/21,,,-4.73,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,"",G.co/Helppay#,CA,94043,,,The Ghoul (Rental)
2017/08/21,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/21,,,-31.45,Signature purchase,false,TM *TICKETMASTER TKTS  ,Ticketmaster,Culture,Random Fun,"",800-653-8000,CA,90028,,,Grand Rapids Comic Con
2017/08/21,,,-36.55,Signature purchase,false,TM *TICKETMASTER TKTS  ,Ticketmaster,Culture,Random Fun,"",800-653-8000,CA,90028,,,Grand Rapids Comic Con
2017/08/21,,,-25.35,Signature purchase,false,TM *TICKETMASTER TKTS  ,Ticketmaster,Culture,Random Fun,"",800-653-8000,CA,90028,,,Grand Rapids Comic Con
2017/08/21,,,-208.80,ACH,false,DEBIT FOR  GREAT LAKES      STUDENT LN  CO REF- 0000,Great Lakes Student Loans,Education,Student Loans,"","","","",,,
2017/08/20,,,-20.00,Signature purchase,false,BACK FORTY SALOON      ,Back Forty Saloon,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49503,,,
2017/08/20,,,-24.75,Signature purchase,false,MOJOS DUELING PIANOS BA,Mojos,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49503,,,
2017/08/20,,,-200.00,Signature purchase,false,SQC*ALEXIS             ,Alexis Meelker,Financial,Money Transfers,"",Visa Transfer,CA,94103,,,#foodstamps
2017/08/20,,,-10.25,Signature purchase,false,MOJOS DUELING PIANOS BA,Mojos,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49503,,,
2017/08/20,,,-3.50,Fee,false,SURCHARGE FEE,ATM Fee,Fees,ATM Fees,,,,,,,
2017/08/20,,,-20.00,Atm withdrawal,false,PNCBANK                                  ATM -AT 171 MONROE AVE     GRAND RAPIMI,PNC ATM,Uncategorized,Cash,"","","","",,,
2017/08/19,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/19,,,-9.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/19,,,-63.00,Signature purchase,false,SPORT & SOCIAL CLUB    ,Sport & Social Club,Culture,Random Fun,,Grand Rapids,MI,49506,42.94573,-85.61899,
2017/08/18,,,-5.99,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,"",G.co/Helppay#,CA,94043,,,Sleight (Rental)
2017/08/18,,,-5.50,Signature purchase,false,FOUNDERS BREWING C     ,Founders Brewing Co,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49503,,,
2017/08/18,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/18,,,-11.99,Signature purchase,false,HLU*Hulu 64220107-U    ,Hulu,Technology,Online Services,"","",CA,90064,,,
2017/08/18,,,-14.99,Signature purchase,false,GOOGLE *HBO Dig Sv Inc ,HBO Now,Technology,Online Services,"",855-836-3987,CA,94043,,,
2017/08/17,,,-13.91,Signature purchase,false,Grand Central Market De,Grand Central Market,Food & Drink,Restaurants,"",Grand Rapids,MI,49503,,,
2017/08/17,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/17,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/17,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2017/08/17,,,-9.99,Signature purchase,false,GOOGLE *Google Music   ,Google Music,Technology,Online Services,,855-836-3987,CA,94043,,,
2017/08/16,,,-6.80,Signature purchase,false,GOOGLE *Google Play    ,Google Play Movies,Culture,Movies,"",G.co/Helppay#,CA,94043,,,Pilgrimage (Rental)
2017/08/16,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/16,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NU ,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/16,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE & NU ,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/16,,,-70.00,Signature purchase,false,SQ *DIE ANTWOORD MERCHA,Die Antwoord Merchandise,Personal,Clothing,,Chicago,IL,60642,41.9,-87.65,
2017/08/16,,,-15.00,Signature purchase,false,20 MONROE LIVE         ,20 Monroe Live,Food & Drink,Alcohol & Bars,20 MONROE LIVE,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/15,,,-12.00,Signature purchase,false,20 MONROE LIVE         ,20 Monroe Live,Food & Drink,Alcohol & Bars,20 MONROE LIVE,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/15,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/15,,,-11.99,Pin purchase,false,NETFLIX COM,Netflix,Technology,Online Services,,Los Gatos,CA,"",37.19768,-121.96727,
2017/08/15,,,-17.05,Signature purchase,false,SQ *ELECTRIC HERO GRAN ,Electric Hero,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/15,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/15,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/15,,,-58.07,Signature purchase,false,GOOGLE *PROJECT FI     ,Google Fi,Utilities,Phone,,G.co/Helppay#,CA,94043,0.0,0.0,
2017/08/14,,,-32.97,Signature purchase,false,JETS PIZZA             ,Jets Pizza,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2017/08/13,,,-6.77,Signature purchase,false,GRAND RAPIDS BREWI     ,Grand Rapids Brewing Co,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/13,,,-30.67,Signature purchase,false,ARNIES LEONARD ST MARKE,Arnies,Food & Drink,Restaurants,,Grand Rapids,MI,49504,42.96336,-85.66809,
2017/08/12,,,-25.28,Pin purchase,false,WALGREENS STORE 800 LEONA,Walgreens Store,Health & Medical,Pharmacies,,Grand Rapids,MI,"",42.96695,-85.62612,
2017/08/12,,,-6.39,Pin purchase,false,WALGREENS STORE 800 LEONA,Walgreens Store,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,"",42.96695,-85.62612,
2017/08/12,,,-10.59,Signature purchase,false,TACO BELL #20750       ,Taco Bell,Food & Drink,Restaurants,,Grand Rapids,MI,49504,42.96336,-85.66809,
2017/08/11,,,-5.50,Signature purchase,false,NHBCKNICKERBOCKER      ,New Holland Brewing Co,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,49504,42.96336,-85.66809,
2017/08/11,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE &      GRAND RAPIDS MI,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2017/08/11,,,-5.00,Signature purchase,false,SQ *FERRIS COFFEE &      GRAND RAPIDS MI,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2017/08/11,,,-35.00,Pin purchase,false,SHELL Service Station,Shell,Transportation,Gas,,Grand Rapids,MI,49504,42.96336,-85.66809,
2017/08/11,,,-6.02,Signature purchase,false,TACO BELL #20750         GRAND RAPIDS MI,Taco Bell,Food & Drink,Restaurants,,Grand Rapids,MI,49504,42.96336,-85.66809,
2017/08/11,,,-19.71,Signature purchase,false,GOOGLE *Google Play      g.co/helppay#CA,Google Play Movies,Culture,Movies,"",G.co/Helppay#,CA,94043,,,Guardians of the Galaxy Vol. 2
2017/08/11,,,-92.99,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3199600230,Chase,Financial,Credit Card Payment,,,,,0.0,0.0,
2017/08/11,,,-43.98,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3199592869,Chase,Financial,Credit Card Payment,,,,,0.0,0.0,
2017/08/11,,,1725.83,ACH,false,CREDIT FOR SPECTRUM HEALTH  PR PAYMENT  CO REF- 0001-000142628,Spectrum Health,Income,Paycheck,,,,,0.0,0.0,
2017/08/10,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/10,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/10,,,-6.36,Signature purchase,false,SUBWAY        03162864   GRAND RAPIDS MI,Subway Restaurant,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/09,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/09,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/09,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/08,,,-13.00,Signature purchase,false,ROGUE GOLF CLUB          SPARTA       MI,Rogue Golf Club,Food & Drink,Alcohol & Bars,,Sparta,MI,49345,43.16086,-85.71004,
2017/08/08,,,-9.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/08,,,-18.50,Signature purchase,false,STATUE CRUISES           877-523-9849 NJ,Statue Cruises,Travel,Tours & Cruises,,Jersey City,NJ,07305,40.7013,-74.08843,
2017/08/08,,,-7.00,Signature purchase,false,WWW.STATUEOFLIBERTYTICK  866-5689827  TX,Guided Tourist,Travel,Tours & Cruises,,866-5689827,TX,78739,0.0,0.0,
2017/08/08,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/07,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/07,,,-9.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/07,,,15.00,Check deposit,false,MOBILE DEPOSIT,Spectrum Health,Income,Other Income,,,,,0.0,0.0,
2017/08/07,,,-2.50,Signature purchase,false,32 MARKET                RIVER FALLS  WI,Spectrum Health,Food & Drink,Restaurants,32 MARKET,River Falls,WI,54022,44.86136,-92.62381,
2017/08/07,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/07,,,-9.13,ACH,false,DEBIT FOR  DIGIT            SAVINGS     CO REF- WYOXPPSOYMZKEJM,Digit Savings,Financial,Money Transfers,,,,,,,
2017/08/07,,,-87.58,Signature purchase,false,SHIPT* ORDER #,Shipt Order,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,
2017/08/07,,,-10.00,Signature purchase,false,SHIPT* TIP #3124541,Shipt Tip,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,
2017/08/06,,,-9.53,Pin purchase,false,WALGREENS STORE 425 FULLE,Walgreens Store,Health & Medical,Pharmacies,,Grand Rapids,MI,"",42.96695,-85.62612,
2017/08/06,,,-6.02,Signature purchase,false,TACO BELL #19934         GRAND RAPIDS MI,Taco Bell,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/05,,,-29.99,Signature purchase,false,GOOGLE *Google Play      g.co/helppay#CA,Google Play Movies,Culture,Movies,,G.co/Helppay#,CA,94043,0.0,0.0,Watchmen
2017/08/05,,,-12.99,Signature purchase,false,GOOGLE *Google Play      g.co/helppay#CA,Google Play Movies,Culture,Movies,,G.co/Helppay#,CA,94043,0.0,0.0,Kick Ass
2017/08/04,,,-6.24,Signature purchase,false,IRON RESTAURANT          GRAND RAPIDS MI,Iron Restaurant,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/04,,,-13.52,Signature purchase,false,GEORGIOS GOURMET PIZZA   GRAND RAPIDS MI,Georgios Gourmet Pizza,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/04,,,-5.00,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/04,,,-4.75,Signature purchase,false,SQ *MADCAP COFFEE G      GRAND RAPIDS MI,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2017/08/04,,,-8.45,ACH,false,DEBIT FOR  DIGIT            SAVINGS     CO REF- BKDL25O5FF-JXDL,Digit Savings,Financial,Money Transfers,,,,,,,
